Measurement	Count	Measurement_type	source_file
TES_down_5kb	443081	Tag count	TH27_2189_S01
TES_down_10kb	569070	Tag count	TH27_2189_S01
CDS_Exons	26367518	Tag count	TH27_2190_S02
5'UTR_Exons	922076	Tag count	TH27_2190_S02
3'UTR_Exons	7084980	Tag count	TH27_2190_S02
Introns	1159588	Tag count	TH27_2190_S02
TSS_up_1kb	28023	Tag count	TH27_2190_S02
TSS_up_5kb	57289	Tag count	TH27_2190_S02
TSS_up_10kb	98769	Tag count	TH27_2190_S02
TES_down_1kb	98109	Tag count	TH27_2190_S02
TES_down_5kb	196799	Tag count	TH27_2190_S02
TES_down_10kb	251777	Tag count	TH27_2190_S02
CDS_Exons	31934533	Tag count	TH27_2289_S01
5'UTR_Exons	1428454	Tag count	TH27_2289_S01
3'UTR_Exons	14445017	Tag count	TH27_2289_S01
Introns	3948151	Tag count	TH27_2289_S01
TSS_up_1kb	65871	Tag count	TH27_2289_S01
TSS_up_5kb	150230	Tag count	TH27_2289_S01
TSS_up_10kb	260188	Tag count	TH27_2289_S01
TES_down_1kb	139993	Tag count	TH27_2289_S01
TES_down_5kb	356498	Tag count	TH27_2289_S01
TES_down_10kb	490291	Tag count	TH27_2289_S01
CDS_Exons	55451151	Tag count	TH27_2290_S01
5'UTR_Exons	2350379	Tag count	TH27_2290_S01
3'UTR_Exons	14081333	Tag count	TH27_2290_S01
Introns	2218422	Tag count	TH27_2290_S01
TSS_up_1kb	68611	Tag count	TH27_2290_S01
TSS_up_5kb	127818	Tag count	TH27_2290_S01
TSS_up_10kb	218523	Tag count	TH27_2290_S01
TES_down_1kb	202951	Tag count	TH27_2290_S01
TES_down_5kb	400111	Tag count	TH27_2290_S01
TES_down_10kb	519495	Tag count	TH27_2290_S01
CDS_Exons	61788568	Tag count	TH27_2346_S01
5'UTR_Exons	2871354	Tag count	TH27_2346_S01
3'UTR_Exons	24508031	Tag count	TH27_2346_S01
Introns	3352579	Tag count	TH27_2346_S01
TSS_up_1kb	100053	Tag count	TH27_2346_S01
TSS_up_5kb	222425	Tag count	TH27_2346_S01
TSS_up_10kb	351950	Tag count	TH27_2346_S01
TES_down_1kb	188269	Tag count	TH27_2346_S01
TES_down_5kb	457463	Tag count	TH27_2346_S01
TES_down_10kb	570366	Tag count	TH27_2346_S01
CDS_Exons	38243339	Tag count	TH27_2347_S02
5'UTR_Exons	1933781	Tag count	TH27_2347_S02
3'UTR_Exons	14727728	Tag count	TH27_2347_S02
Introns	2642680	Tag count	TH27_2347_S02
TSS_up_1kb	67173	Tag count	TH27_2347_S02
TSS_up_5kb	157161	Tag count	TH27_2347_S02
TSS_up_10kb	234171	Tag count	TH27_2347_S02
TES_down_1kb	135114	Tag count	TH27_2347_S02
TES_down_5kb	378307	Tag count	TH27_2347_S02
TES_down_10kb	484246	Tag count	TH27_2347_S02
CDS_Exons	54265083	Tag count	TH27_2348_S01
5'UTR_Exons	2250617	Tag count	TH27_2348_S01
3'UTR_Exons	14585534	Tag count	TH27_2348_S01
Introns	1707506	Tag count	TH27_2348_S01
TSS_up_1kb	56959	Tag count	TH27_2348_S01
TSS_up_5kb	107457	Tag count	TH27_2348_S01
TSS_up_10kb	154089	Tag count	TH27_2348_S01
TES_down_1kb	102662	Tag count	TH27_2348_S01
TES_down_5kb	259059	Tag count	TH27_2348_S01
TES_down_10kb	321383	Tag count	TH27_2348_S01
CDS_Exons	53957317	Tag count	TH27_2349_S01
5'UTR_Exons	2776102	Tag count	TH27_2349_S01
3'UTR_Exons	14911712	Tag count	TH27_2349_S01
Introns	3959154	Tag count	TH27_2349_S01
TSS_up_1kb	84452	Tag count	TH27_2349_S01
TSS_up_5kb	185427	Tag count	TH27_2349_S01
TSS_up_10kb	278526	Tag count	TH27_2349_S01
TES_down_1kb	163944	Tag count	TH27_2349_S01
TES_down_5kb	460203	Tag count	TH27_2349_S01
TES_down_10kb	620050	Tag count	TH27_2349_S01
CDS_Exons	42507867	Tag count	TH27_2350_S01
5'UTR_Exons	2282345	Tag count	TH27_2350_S01
3'UTR_Exons	12552634	Tag count	TH27_2350_S01
Introns	7719910	Tag count	TH27_2350_S01
TSS_up_1kb	77424	Tag count	TH27_2350_S01
TSS_up_5kb	164034	Tag count	TH27_2350_S01
TSS_up_10kb	257010	Tag count	TH27_2350_S01
TES_down_1kb	145270	Tag count	TH27_2350_S01
TES_down_5kb	379851	Tag count	TH27_2350_S01
TES_down_10kb	496762	Tag count	TH27_2350_S01
CDS_Exons	31733020	Tag count	TH27_2407_S01
5'UTR_Exons	1592273	Tag count	TH27_2407_S01
3'UTR_Exons	10112412	Tag count	TH27_2407_S01
Introns	2199242	Tag count	TH27_2407_S01
TSS_up_1kb	48312	Tag count	TH27_2407_S01
TSS_up_5kb	112871	Tag count	TH27_2407_S01
TSS_up_10kb	185793	Tag count	TH27_2407_S01
TES_down_1kb	91679	Tag count	TH27_2407_S01
TES_down_5kb	234585	Tag count	TH27_2407_S01
TES_down_10kb	309395	Tag count	TH27_2407_S01
CDS_Exons	39094192	Tag count	TH27_2408_S01
5'UTR_Exons	1392785	Tag count	TH27_2408_S01
3'UTR_Exons	9202587	Tag count	TH27_2408_S01
Introns	1341454	Tag count	TH27_2408_S01
TSS_up_1kb	30233	Tag count	TH27_2408_S01
TSS_up_5kb	57140	Tag count	TH27_2408_S01
TSS_up_10kb	99406	Tag count	TH27_2408_S01
TES_down_1kb	87017	Tag count	TH27_2408_S01
TES_down_5kb	185109	Tag count	TH27_2408_S01
TES_down_10kb	231725	Tag count	TH27_2408_S01
CDS_Exons	18813240	Tag count	TH27_2412_S01
5'UTR_Exons	869315	Tag count	TH27_2412_S01
3'UTR_Exons	3991628	Tag count	TH27_2412_S01
Introns	2430761	Tag count	TH27_2412_S01
TSS_up_1kb	32850	Tag count	TH27_2412_S01
TSS_up_5kb	86491	Tag count	TH27_2412_S01
TSS_up_10kb	138941	Tag count	TH27_2412_S01
TES_down_1kb	56783	Tag count	TH27_2412_S01
TES_down_5kb	157348	Tag count	TH27_2412_S01
TES_down_10kb	215791	Tag count	TH27_2412_S01
CDS_Exons	22324310	Tag count	TH27_2413_S01
5'UTR_Exons	1110690	Tag count	TH27_2413_S01
3'UTR_Exons	5648484	Tag count	TH27_2413_S01
Introns	1136386	Tag count	TH27_2413_S01
TSS_up_1kb	36032	Tag count	TH27_2413_S01
TSS_up_5kb	73335	Tag count	TH27_2413_S01
TSS_up_10kb	107463	Tag count	TH27_2413_S01
TES_down_1kb	58334	Tag count	TH27_2413_S01
TES_down_5kb	150763	Tag count	TH27_2413_S01
TES_down_10kb	194132	Tag count	TH27_2413_S01
CDS_Exons	49329706	Tag count	TH27_2417_S01
5'UTR_Exons	1844305	Tag count	TH27_2417_S01
3'UTR_Exons	10266014	Tag count	TH27_2417_S01
Introns	1319700	Tag count	TH27_2417_S01
TSS_up_1kb	49378	Tag count	TH27_2417_S01
TSS_up_5kb	98201	Tag count	TH27_2417_S01
TSS_up_10kb	147057	Tag count	TH27_2417_S01
TES_down_1kb	69628	Tag count	TH27_2417_S01
TES_down_5kb	176526	Tag count	TH27_2417_S01
TES_down_10kb	219078	Tag count	TH27_2417_S01
CDS_Exons	54125201	Tag count	TH27_2417_S02
5'UTR_Exons	2074564	Tag count	TH27_2417_S02
3'UTR_Exons	10723235	Tag count	TH27_2417_S02
Introns	1403963	Tag count	TH27_2417_S02
TSS_up_1kb	56378	Tag count	TH27_2417_S02
TSS_up_5kb	108337	Tag count	TH27_2417_S02
TSS_up_10kb	159741	Tag count	TH27_2417_S02
TES_down_1kb	73042	Tag count	TH27_2417_S02
TES_down_5kb	190185	Tag count	TH27_2417_S02
TES_down_10kb	236501	Tag count	TH27_2417_S02
CDS_Exons	62519820	Tag count	TH27_2417_S03
5'UTR_Exons	2326308	Tag count	TH27_2417_S03
3'UTR_Exons	14063326	Tag count	TH27_2417_S03
Introns	1693692	Tag count	TH27_2417_S03
TSS_up_1kb	65053	Tag count	TH27_2417_S03
TSS_up_5kb	125781	Tag count	TH27_2417_S03
TSS_up_10kb	181317	Tag count	TH27_2417_S03
TES_down_1kb	99420	Tag count	TH27_2417_S03
TES_down_5kb	243917	Tag count	TH27_2417_S03
TES_down_10kb	297086	Tag count	TH27_2417_S03
CDS_Exons	89735040	Tag count	TH27_2418_S01
5'UTR_Exons	4766155	Tag count	TH27_2418_S01
3'UTR_Exons	24248487	Tag count	TH27_2418_S01
Introns	4383505	Tag count	TH27_2418_S01
TSS_up_1kb	116069	Tag count	TH27_2418_S01
TSS_up_5kb	238775	Tag count	TH27_2418_S01
TSS_up_10kb	353974	Tag count	TH27_2418_S01
TES_down_1kb	211686	Tag count	TH27_2418_S01
TES_down_5kb	533610	Tag count	TH27_2418_S01
TES_down_10kb	671088	Tag count	TH27_2418_S01
CDS_Exons	27355345	Tag count	TH27_2419_S01
5'UTR_Exons	1447782	Tag count	TH27_2419_S01
3'UTR_Exons	8295311	Tag count	TH27_2419_S01
Introns	1396805	Tag count	TH27_2419_S01
TSS_up_1kb	52359	Tag count	TH27_2419_S01
TSS_up_5kb	108842	Tag count	TH27_2419_S01
TSS_up_10kb	157938	Tag count	TH27_2419_S01
TES_down_1kb	85335	Tag count	TH27_2419_S01
TES_down_5kb	231400	Tag count	TH27_2419_S01
TES_down_10kb	293930	Tag count	TH27_2419_S01
CDS_Exons	75280087	Tag count	TH34_1149_S01
5'UTR_Exons	3769758	Tag count	TH34_1149_S01
3'UTR_Exons	30698639	Tag count	TH34_1149_S01
Introns	16322019	Tag count	TH34_1149_S01
TSS_up_1kb	172594	Tag count	TH34_1149_S01
TSS_up_5kb	514194	Tag count	TH34_1149_S01
TSS_up_10kb	824244	Tag count	TH34_1149_S01
TES_down_1kb	392686	Tag count	TH34_1149_S01
TES_down_5kb	1135492	Tag count	TH34_1149_S01
TES_down_10kb	1567182	Tag count	TH34_1149_S01
CDS_Exons	32162160	Tag count	TH34_1149_S02
5'UTR_Exons	1681071	Tag count	TH34_1149_S02
3'UTR_Exons	15115130	Tag count	TH34_1149_S02
Introns	7815339	Tag count	TH34_1149_S02
TSS_up_1kb	109593	Tag count	TH34_1149_S02
TSS_up_5kb	301764	Tag count	TH34_1149_S02
TSS_up_10kb	458336	Tag count	TH34_1149_S02
TES_down_1kb	190563	Tag count	TH34_1149_S02
TES_down_5kb	553731	Tag count	TH34_1149_S02
TES_down_10kb	767113	Tag count	TH34_1149_S02
CDS_Exons	133665755	Tag count	TH34_1150_S01
5'UTR_Exons	8411841	Tag count	TH34_1150_S01
3'UTR_Exons	50071500	Tag count	TH34_1150_S01
Introns	36853329	Tag count	TH34_1150_S01
TSS_up_1kb	668694	Tag count	TH34_1150_S01
TSS_up_5kb	1944387	Tag count	TH34_1150_S01
TSS_up_10kb	2836934	Tag count	TH34_1150_S01
TES_down_1kb	878189	Tag count	TH34_1150_S01
TES_down_5kb	2740369	Tag count	TH34_1150_S01
TES_down_10kb	3788863	Tag count	TH34_1150_S01
CDS_Exons	136010279	Tag count	TH34_1150_S02
5'UTR_Exons	9311208	Tag count	TH34_1150_S02
3'UTR_Exons	52261132	Tag count	TH34_1150_S02
Introns	45981786	Tag count	TH34_1150_S02
TSS_up_1kb	798874	Tag count	TH34_1150_S02
TSS_up_5kb	2349844	Tag count	TH34_1150_S02
TSS_up_10kb	3464066	Tag count	TH34_1150_S02
TES_down_1kb	963004	Tag count	TH34_1150_S02
TES_down_5kb	3055033	Tag count	TH34_1150_S02
TES_down_10kb	4267592	Tag count	TH34_1150_S02
CDS_Exons	55118186	Tag count	TH34_1162_S01
5'UTR_Exons	2682693	Tag count	TH34_1162_S01
3'UTR_Exons	25948790	Tag count	TH34_1162_S01
Introns	11295557	Tag count	TH34_1162_S01
TSS_up_1kb	126719	Tag count	TH34_1162_S01
TSS_up_5kb	349714	Tag count	TH34_1162_S01
TSS_up_10kb	549829	Tag count	TH34_1162_S01
TES_down_1kb	282932	Tag count	TH34_1162_S01
TES_down_5kb	817858	Tag count	TH34_1162_S01
TES_down_10kb	1104793	Tag count	TH34_1162_S01
CDS_Exons	69461108	Tag count	TH34_1162_S02
5'UTR_Exons	3637881	Tag count	TH34_1162_S02
3'UTR_Exons	23021693	Tag count	TH34_1162_S02
Introns	5775917	Tag count	TH34_1162_S02
TSS_up_1kb	123892	Tag count	TH34_1162_S02
TSS_up_5kb	268320	Tag count	TH34_1162_S02
TSS_up_10kb	402364	Tag count	TH34_1162_S02
TES_down_1kb	203400	Tag count	TH34_1162_S02
TES_down_5kb	559340	Tag count	TH34_1162_S02
TES_down_10kb	760456	Tag count	TH34_1162_S02
CDS_Exons	19262194	Tag count	TH34_1163_S01
5'UTR_Exons	1080400	Tag count	TH34_1163_S01
3'UTR_Exons	8017329	Tag count	TH34_1163_S01
Introns	2643125	Tag count	TH34_1163_S01
TSS_up_1kb	38418	Tag count	TH34_1163_S01
TSS_up_5kb	106256	Tag count	TH34_1163_S01
TSS_up_10kb	183344	Tag count	TH34_1163_S01
TES_down_1kb	77912	Tag count	TH34_1163_S01
TES_down_5kb	216984	Tag count	TH34_1163_S01
TES_down_10kb	307008	Tag count	TH34_1163_S01
CDS_Exons	192544363	Tag count	TH34_1179_S01
5'UTR_Exons	10520490	Tag count	TH34_1179_S01
3'UTR_Exons	74718370	Tag count	TH34_1179_S01
Introns	51204249	Tag count	TH34_1179_S01
TSS_up_1kb	625133	Tag count	TH34_1179_S01
TSS_up_5kb	1776019	Tag count	TH34_1179_S01
TSS_up_10kb	2736761	Tag count	TH34_1179_S01
TES_down_1kb	1156182	Tag count	TH34_1179_S01
TES_down_5kb	3260478	Tag count	TH34_1179_S01
TES_down_10kb	4413591	Tag count	TH34_1179_S01
CDS_Exons	77008324	Tag count	TH34_1238_S01
5'UTR_Exons	4987891	Tag count	TH34_1238_S01
3'UTR_Exons	24432312	Tag count	TH34_1238_S01
Introns	23480231	Tag count	TH34_1238_S01
TSS_up_1kb	241381	Tag count	TH34_1238_S01
TSS_up_5kb	681210	Tag count	TH34_1238_S01
TSS_up_10kb	1093033	Tag count	TH34_1238_S01
TES_down_1kb	428754	Tag count	TH34_1238_S01
TES_down_5kb	1296578	Tag count	TH34_1238_S01
TES_down_10kb	1809723	Tag count	TH34_1238_S01
CDS_Exons	75231629	Tag count	TH34_1239_S01
5'UTR_Exons	4552693	Tag count	TH34_1239_S01
3'UTR_Exons	19525949	Tag count	TH34_1239_S01
Introns	12320529	Tag count	TH34_1239_S01
TSS_up_1kb	157882	Tag count	TH34_1239_S01
TSS_up_5kb	364749	Tag count	TH34_1239_S01
TSS_up_10kb	550941	Tag count	TH34_1239_S01
TES_down_1kb	247671	Tag count	TH34_1239_S01
TES_down_5kb	677867	Tag count	TH34_1239_S01
TES_down_10kb	893962	Tag count	TH34_1239_S01
CDS_Exons	55837025	Tag count	TH34_1240_S01
5'UTR_Exons	2982847	Tag count	TH34_1240_S01
3'UTR_Exons	18109700	Tag count	TH34_1240_S01
Introns	4817120	Tag count	TH34_1240_S01
TSS_up_1kb	108615	Tag count	TH34_1240_S01
TSS_up_5kb	263829	Tag count	TH34_1240_S01
TSS_up_10kb	420939	Tag count	TH34_1240_S01
TES_down_1kb	197483	Tag count	TH34_1240_S01
TES_down_5kb	532093	Tag count	TH34_1240_S01
TES_down_10kb	703782	Tag count	TH34_1240_S01
CDS_Exons	109315974	Tag count	TH34_1349_S01
5'UTR_Exons	6286702	Tag count	TH34_1349_S01
3'UTR_Exons	37435880	Tag count	TH34_1349_S01
Introns	25081241	Tag count	TH34_1349_S01
TSS_up_1kb	261537	Tag count	TH34_1349_S01
TSS_up_5kb	702964	Tag count	TH34_1349_S01
TSS_up_10kb	1053516	Tag count	TH34_1349_S01
TES_down_1kb	433850	Tag count	TH34_1349_S01
TES_down_5kb	1242538	Tag count	TH34_1349_S01
TES_down_10kb	1669282	Tag count	TH34_1349_S01
CDS_Exons	113077541	Tag count	TH34_1349_S02
5'UTR_Exons	6158778	Tag count	TH34_1349_S02
3'UTR_Exons	38687877	Tag count	TH34_1349_S02
Introns	22198007	Tag count	TH34_1349_S02
TSS_up_1kb	274837	Tag count	TH34_1349_S02
TSS_up_5kb	731557	Tag count	TH34_1349_S02
TSS_up_10kb	1095720	Tag count	TH34_1349_S02
TES_down_1kb	550968	Tag count	TH34_1349_S02
TES_down_5kb	1536292	Tag count	TH34_1349_S02
TES_down_10kb	2041096	Tag count	TH34_1349_S02
CDS_Exons	55832276	Tag count	TH34_1350_S01
5'UTR_Exons	2924117	Tag count	TH34_1350_S01
3'UTR_Exons	18955590	Tag count	TH34_1350_S01
Introns	9328314	Tag count	TH34_1350_S01
TSS_up_1kb	109814	Tag count	TH34_1350_S01
TSS_up_5kb	260340	Tag count	TH34_1350_S01
TSS_up_10kb	395529	Tag count	TH34_1350_S01
TES_down_1kb	244255	Tag count	TH34_1350_S01
TES_down_5kb	616269	Tag count	TH34_1350_S01
TES_down_10kb	795811	Tag count	TH34_1350_S01
CDS_Exons	130036262	Tag count	TH34_1351_S01
5'UTR_Exons	6526747	Tag count	TH34_1351_S01
3'UTR_Exons	50320570	Tag count	TH34_1351_S01
Introns	29266628	Tag count	TH34_1351_S01
TSS_up_1kb	308436	Tag count	TH34_1351_S01
TSS_up_5kb	895090	Tag count	TH34_1351_S01
TSS_up_10kb	1349915	Tag count	TH34_1351_S01
TES_down_1kb	635084	Tag count	TH34_1351_S01
TES_down_5kb	1873264	Tag count	TH34_1351_S01
TES_down_10kb	2496502	Tag count	TH34_1351_S01
CDS_Exons	85701824	Tag count	TH34_1352_S01
5'UTR_Exons	5399577	Tag count	TH34_1352_S01
3'UTR_Exons	31093007	Tag count	TH34_1352_S01
Introns	25346594	Tag count	TH34_1352_S01
TSS_up_1kb	308833	Tag count	TH34_1352_S01
TSS_up_5kb	867573	Tag count	TH34_1352_S01
TSS_up_10kb	1277027	Tag count	TH34_1352_S01
TES_down_1kb	466608	Tag count	TH34_1352_S01
TES_down_5kb	1394290	Tag count	TH34_1352_S01
TES_down_10kb	1916113	Tag count	TH34_1352_S01
CDS_Exons	107597528	Tag count	TH34_1379_S01
5'UTR_Exons	5369102	Tag count	TH34_1379_S01
3'UTR_Exons	40839539	Tag count	TH34_1379_S01
Introns	19337039	Tag count	TH34_1379_S01
TSS_up_1kb	221640	Tag count	TH34_1379_S01
TSS_up_5kb	608237	Tag count	TH34_1379_S01
TSS_up_10kb	966997	Tag count	TH34_1379_S01
TES_down_1kb	486210	Tag count	TH34_1379_S01
TES_down_5kb	1352009	Tag count	TH34_1379_S01
TES_down_10kb	1785942	Tag count	TH34_1379_S01
CDS_Exons	144198854	Tag count	TH34_1380_S01
5'UTR_Exons	8296981	Tag count	TH34_1380_S01
3'UTR_Exons	55754032	Tag count	TH34_1380_S01
Introns	40459681	Tag count	TH34_1380_S01
TSS_up_1kb	461848	Tag count	TH34_1380_S01
TSS_up_5kb	1352175	Tag count	TH34_1380_S01
TSS_up_10kb	2049809	Tag count	TH34_1380_S01
TES_down_1kb	841117	Tag count	TH34_1380_S01
TES_down_5kb	2578680	Tag count	TH34_1380_S01
TES_down_10kb	3552771	Tag count	TH34_1380_S01
CDS_Exons	129598732	Tag count	TH34_1380_S02
5'UTR_Exons	6040861	Tag count	TH34_1380_S02
3'UTR_Exons	41706561	Tag count	TH34_1380_S02
Introns	15020867	Tag count	TH34_1380_S02
TSS_up_1kb	202282	Tag count	TH34_1380_S02
TSS_up_5kb	490945	Tag count	TH34_1380_S02
TSS_up_10kb	754940	Tag count	TH34_1380_S02
TES_down_1kb	482878	Tag count	TH34_1380_S02
TES_down_5kb	1195898	Tag count	TH34_1380_S02
TES_down_10kb	1505068	Tag count	TH34_1380_S02
CDS_Exons	144423899	Tag count	TH34_1381_S01
5'UTR_Exons	8408298	Tag count	TH34_1381_S01
3'UTR_Exons	61013633	Tag count	TH34_1381_S01
Introns	43716184	Tag count	TH34_1381_S01
TSS_up_1kb	485712	Tag count	TH34_1381_S01
TSS_up_5kb	1332708	Tag count	TH34_1381_S01
TSS_up_10kb	1978308	Tag count	TH34_1381_S01
TES_down_1kb	822367	Tag count	TH34_1381_S01
TES_down_5kb	2432112	Tag count	TH34_1381_S01
TES_down_10kb	3353310	Tag count	TH34_1381_S01
CDS_Exons	118232278	Tag count	TH34_1399_S01
5'UTR_Exons	6249973	Tag count	TH34_1399_S01
3'UTR_Exons	50520848	Tag count	TH34_1399_S01
Introns	33160266	Tag count	TH34_1399_S01
TSS_up_1kb	329173	Tag count	TH34_1399_S01
TSS_up_5kb	1078763	Tag count	TH34_1399_S01
TSS_up_10kb	1680324	Tag count	TH34_1399_S01
TES_down_1kb	704899	Tag count	TH34_1399_S01
TES_down_5kb	2217560	Tag count	TH34_1399_S01
TES_down_10kb	3033370	Tag count	TH34_1399_S01
CDS_Exons	23140806	Tag count	TH34_1412_S01
5'UTR_Exons	1614228	Tag count	TH34_1412_S01
3'UTR_Exons	8540762	Tag count	TH34_1412_S01
Introns	6814559	Tag count	TH34_1412_S01
TSS_up_1kb	111096	Tag count	TH34_1412_S01
TSS_up_5kb	345326	Tag count	TH34_1412_S01
TSS_up_10kb	528990	Tag count	TH34_1412_S01
TES_down_1kb	165186	Tag count	TH34_1412_S01
TES_down_5kb	576911	Tag count	TH34_1412_S01
TES_down_10kb	849423	Tag count	TH34_1412_S01
CDS_Exons	56047485	Tag count	TH34_1414_S01
5'UTR_Exons	3457063	Tag count	TH34_1414_S01
3'UTR_Exons	19990252	Tag count	TH34_1414_S01
Introns	16603222	Tag count	TH34_1414_S01
TSS_up_1kb	167405	Tag count	TH34_1414_S01
TSS_up_5kb	513674	Tag count	TH34_1414_S01
TSS_up_10kb	805308	Tag count	TH34_1414_S01
TES_down_1kb	304469	Tag count	TH34_1414_S01
TES_down_5kb	926278	Tag count	TH34_1414_S01
TES_down_10kb	1402232	Tag count	TH34_1414_S01
CDS_Exons	19982398	Tag count	TH34_1415_S01
5'UTR_Exons	951881	Tag count	TH34_1415_S01
3'UTR_Exons	6948790	Tag count	TH34_1415_S01
Introns	2750951	Tag count	TH34_1415_S01
TSS_up_1kb	33960	Tag count	TH34_1415_S01
TSS_up_5kb	88788	Tag count	TH34_1415_S01
TSS_up_10kb	145968	Tag count	TH34_1415_S01
TES_down_1kb	63592	Tag count	TH34_1415_S01
TES_down_5kb	173573	Tag count	TH34_1415_S01
TES_down_10kb	236635	Tag count	TH34_1415_S01
CDS_Exons	73852533	Tag count	TH34_1444_S01
5'UTR_Exons	4635438	Tag count	TH34_1444_S01
3'UTR_Exons	22896997	Tag count	TH34_1444_S01
Introns	16995159	Tag count	TH34_1444_S01
TSS_up_1kb	267522	Tag count	TH34_1444_S01
TSS_up_5kb	692549	Tag count	TH34_1444_S01
TSS_up_10kb	1051529	Tag count	TH34_1444_S01
TES_down_1kb	404543	Tag count	TH34_1444_S01
TES_down_5kb	1156349	Tag count	TH34_1444_S01
TES_down_10kb	1554894	Tag count	TH34_1444_S01
CDS_Exons	13770081	Tag count	TH34_1445_S01
5'UTR_Exons	869690	Tag count	TH34_1445_S01
3'UTR_Exons	4947885	Tag count	TH34_1445_S01
Introns	2576597	Tag count	TH34_1445_S01
TSS_up_1kb	41706	Tag count	TH34_1445_S01
TSS_up_5kb	101064	Tag count	TH34_1445_S01
TSS_up_10kb	147556	Tag count	TH34_1445_S01
TES_down_1kb	57706	Tag count	TH34_1445_S01
TES_down_5kb	173046	Tag count	TH34_1445_S01
TES_down_10kb	237696	Tag count	TH34_1445_S01
CDS_Exons	121499116	Tag count	TH34_1445_S02
5'UTR_Exons	8103874	Tag count	TH34_1445_S02
3'UTR_Exons	49639951	Tag count	TH34_1445_S02
Introns	32437926	Tag count	TH34_1445_S02
TSS_up_1kb	471658	Tag count	TH34_1445_S02
TSS_up_5kb	1156656	Tag count	TH34_1445_S02
TSS_up_10kb	1669501	Tag count	TH34_1445_S02
TES_down_1kb	703994	Tag count	TH34_1445_S02
TES_down_5kb	2139174	Tag count	TH34_1445_S02
TES_down_10kb	2920554	Tag count	TH34_1445_S02
CDS_Exons	80239143	Tag count	TH34_1445_S03
5'UTR_Exons	4495750	Tag count	TH34_1445_S03
3'UTR_Exons	40862714	Tag count	TH34_1445_S03
Introns	20098724	Tag count	TH34_1445_S03
TSS_up_1kb	223597	Tag count	TH34_1445_S03
TSS_up_5kb	634405	Tag count	TH34_1445_S03
TSS_up_10kb	954912	Tag count	TH34_1445_S03
TES_down_1kb	496719	Tag count	TH34_1445_S03
TES_down_5kb	1445473	Tag count	TH34_1445_S03
TES_down_10kb	1940433	Tag count	TH34_1445_S03
CDS_Exons	87713892	Tag count	TH34_1446_S01
5'UTR_Exons	4877339	Tag count	TH34_1446_S01
3'UTR_Exons	31364809	Tag count	TH34_1446_S01
Introns	17646071	Tag count	TH34_1446_S01
TSS_up_1kb	242093	Tag count	TH34_1446_S01
TSS_up_5kb	630908	Tag count	TH34_1446_S01
TSS_up_10kb	967013	Tag count	TH34_1446_S01
TES_down_1kb	370339	Tag count	TH34_1446_S01
TES_down_5kb	1126849	Tag count	TH34_1446_S01
TES_down_10kb	1539411	Tag count	TH34_1446_S01
CDS_Exons	116116730	Tag count	TH34_1447_S01
5'UTR_Exons	5520924	Tag count	TH34_1447_S01
3'UTR_Exons	33325898	Tag count	TH34_1447_S01
Introns	17208875	Tag count	TH34_1447_S01
TSS_up_1kb	267765	Tag count	TH34_1447_S01
TSS_up_5kb	687440	Tag count	TH34_1447_S01
TSS_up_10kb	1037494	Tag count	TH34_1447_S01
TES_down_1kb	388434	Tag count	TH34_1447_S01
TES_down_5kb	1183015	Tag count	TH34_1447_S01
TES_down_10kb	1639986	Tag count	TH34_1447_S01
CDS_Exons	103964773	Tag count	TH34_1447_S02
5'UTR_Exons	5539801	Tag count	TH34_1447_S02
3'UTR_Exons	30778481	Tag count	TH34_1447_S02
Introns	18367331	Tag count	TH34_1447_S02
TSS_up_1kb	289795	Tag count	TH34_1447_S02
TSS_up_5kb	722287	Tag count	TH34_1447_S02
TSS_up_10kb	1092461	Tag count	TH34_1447_S02
TES_down_1kb	395868	Tag count	TH34_1447_S02
TES_down_5kb	1204187	Tag count	TH34_1447_S02
TES_down_10kb	1681722	Tag count	TH34_1447_S02
CDS_Exons	132591837	Tag count	TH34_1452_S01
5'UTR_Exons	8688122	Tag count	TH34_1452_S01
3'UTR_Exons	51260811	Tag count	TH34_1452_S01
Introns	41605909	Tag count	TH34_1452_S01
TSS_up_1kb	574464	Tag count	TH34_1452_S01
TSS_up_5kb	1523360	Tag count	TH34_1452_S01
TSS_up_10kb	2275242	Tag count	TH34_1452_S01
TES_down_1kb	953815	Tag count	TH34_1452_S01
TES_down_5kb	2761362	Tag count	TH34_1452_S01
TES_down_10kb	3762293	Tag count	TH34_1452_S01
CDS_Exons	91476747	Tag count	TH34_1455_S01
5'UTR_Exons	5151139	Tag count	TH34_1455_S01
3'UTR_Exons	35426416	Tag count	TH34_1455_S01
Introns	25345332	Tag count	TH34_1455_S01
TSS_up_1kb	322476	Tag count	TH34_1455_S01
TSS_up_5kb	947802	Tag count	TH34_1455_S01
TSS_up_10kb	1412432	Tag count	TH34_1455_S01
TES_down_1kb	582731	Tag count	TH34_1455_S01
TES_down_5kb	1725111	Tag count	TH34_1455_S01
TES_down_10kb	2364890	Tag count	TH34_1455_S01
CDS_Exons	16059766	Tag count	TH34_1456_S01
5'UTR_Exons	777315	Tag count	TH34_1456_S01
3'UTR_Exons	6328173	Tag count	TH34_1456_S01
Introns	3338586	Tag count	TH34_1456_S01
TSS_up_1kb	34507	Tag count	TH34_1456_S01
TSS_up_5kb	103564	Tag count	TH34_1456_S01
TSS_up_10kb	163001	Tag count	TH34_1456_S01
